file_no,relative_path,top_folder,sub_folder,country,state,district,year,quarter,row_count_extracted,status,error
4173,map\insurance\hover\country\india\state\west-bengal\2023\2.json,map,insurance,India,West Bengal,,2023,2,23,success,
4174,map\insurance\hover\country\india\state\west-bengal\2023\3.json,map,insurance,India,West Bengal,,2023,3,23,success,
4175,map\insurance\hover\country\india\state\west-bengal\2023\4.json,map,insurance,India,West Bengal,,2023,4,23,success,
4176,map\insurance\hover\country\india\state\west-bengal\2024\1.json,map,insurance,India,West Bengal,,2024,1,23,success,
4177,map\insurance\hover\country\india\state\west-bengal\2024\2.json,map,insurance,India,West Bengal,,2024,2,23,success,
4178,map\insurance\hover\country\india\state\west-bengal\2024\3.json,map,insurance,India,West Bengal,,2024,3,25,success,
4179,map\insurance\hover\country\india\state\west-bengal\2024\4.json,map,insurance,India,West Bengal,,2024,4,23,success,
4180,map\transaction\hover\country\india\2018\1.json,map,transaction,India,,,2018,1,36,success,
4181,map\transaction\hover\country\india\2018\2.json,map,transaction,India,,,2018,2,36,success,
4182,map\transaction\hover\country\india\2018\3.json,map,transaction,India,,,2018,3,36,success,
4183,map\transaction\hover\country\india\2018\4.json,map,transaction,India,,,2018,4,36,success,
4184,map\transaction\hover\country\india\2019\1.json,map,transaction,India,,,2019,1,36,success,
4185,map\transaction\hover\country\india\2019\2.json,map,transaction,India,,,2019,2,36,success,
4186,map\transaction\hover\country\india\2019\3.json,map,transaction,India,,,2019,3,36,success,
4187,map\transaction\hover\country\india\2019\4.json,map,transaction,India,,,2019,4,36,success,
4188,map\transaction\hover\country\india\2020\1.json,map,transaction,India,,,2020,1,36,success,
4189,map\transaction\hover\country\india\2020\2.json,map,transaction,India,,,2020,2,36,success,
4190,map\transaction\hover\country\india\2020\3.json,map,transaction,India,,,2020,3,36,success,
4191,map\transaction\hover\country\india\2020\4.json,map,transaction,India,,,2020,4,36,success,
4192,map\transaction\hover\country\india\2021\1.json,map,transaction,India,,,2021,1,36,success,
4193,map\transaction\hover\country\india\2021\2.json,map,transaction,India,,,2021,2,36,success,
4194,map\transaction\hover\country\india\2021\3.json,map,transaction,India,,,2021,3,36,success,
4195,map\transaction\hover\country\india\2021\4.json,map,transaction,India,,,2021,4,36,success,
4196,map\transaction\hover\country\india\2022\1.json,map,transaction,India,,,2022,1,36,success,
4197,map\transaction\hover\country\india\2022\2.json,map,transaction,India,,,2022,2,36,success,
4198,map\transaction\hover\country\india\2022\3.json,map,transaction,India,,,2022,3,36,success,
4199,map\transaction\hover\country\india\2022\4.json,map,transaction,India,,,2022,4,36,success,
4200,map\transaction\hover\country\india\2023\1.json,map,transaction,India,,,2023,1,36,success,
4201,map\transaction\hover\country\india\2023\2.json,map,transaction,India,,,2023,2,36,success,
4202,map\transaction\hover\country\india\2023\3.json,map,transaction,India,,,2023,3,36,success,
4203,map\transaction\hover\country\india\2023\4.json,map,transaction,India,,,2023,4,36,success,
4204,map\transaction\hover\country\india\2024\1.json,map,transaction,India,,,2024,1,36,success,
4205,map\transaction\hover\country\india\2024\2.json,map,transaction,India,,,2024,2,36,success,
4206,map\transaction\hover\country\india\2024\3.json,map,transaction,India,,,2024,3,36,success,
4207,map\transaction\hover\country\india\2024\4.json,map,transaction,India,,,2024,4,36,success,
4208,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2018\1.json,map,transaction,India,Andaman & Nicobar Islands,,2018,1,3,success,
4209,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2018\2.json,map,transaction,India,Andaman & Nicobar Islands,,2018,2,3,success,
4210,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2018\3.json,map,transaction,India,Andaman & Nicobar Islands,,2018,3,3,success,
4211,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2018\4.json,map,transaction,India,Andaman & Nicobar Islands,,2018,4,3,success,
4212,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2019\1.json,map,transaction,India,Andaman & Nicobar Islands,,2019,1,3,success,
4213,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2019\2.json,map,transaction,India,Andaman & Nicobar Islands,,2019,2,3,success,
4214,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2019\3.json,map,transaction,India,Andaman & Nicobar Islands,,2019,3,3,success,
4215,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2019\4.json,map,transaction,India,Andaman & Nicobar Islands,,2019,4,3,success,
4216,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2020\1.json,map,transaction,India,Andaman & Nicobar Islands,,2020,1,3,success,
4217,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2020\2.json,map,transaction,India,Andaman & Nicobar Islands,,2020,2,3,success,
4218,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2020\3.json,map,transaction,India,Andaman & Nicobar Islands,,2020,3,3,success,
4219,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2020\4.json,map,transaction,India,Andaman & Nicobar Islands,,2020,4,3,success,
4220,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2021\1.json,map,transaction,India,Andaman & Nicobar Islands,,2021,1,3,success,
4221,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2021\2.json,map,transaction,India,Andaman & Nicobar Islands,,2021,2,3,success,
4222,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2021\3.json,map,transaction,India,Andaman & Nicobar Islands,,2021,3,3,success,
4223,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2021\4.json,map,transaction,India,Andaman & Nicobar Islands,,2021,4,3,success,
4224,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2022\1.json,map,transaction,India,Andaman & Nicobar Islands,,2022,1,3,success,
4225,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2022\2.json,map,transaction,India,Andaman & Nicobar Islands,,2022,2,3,success,
4226,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2022\3.json,map,transaction,India,Andaman & Nicobar Islands,,2022,3,3,success,
4227,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2022\4.json,map,transaction,India,Andaman & Nicobar Islands,,2022,4,3,success,
4228,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2023\1.json,map,transaction,India,Andaman & Nicobar Islands,,2023,1,3,success,
4229,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2023\2.json,map,transaction,India,Andaman & Nicobar Islands,,2023,2,3,success,
4230,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2023\3.json,map,transaction,India,Andaman & Nicobar Islands,,2023,3,3,success,
4231,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2023\4.json,map,transaction,India,Andaman & Nicobar Islands,,2023,4,3,success,
4232,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2024\1.json,map,transaction,India,Andaman & Nicobar Islands,,2024,1,3,success,
4233,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2024\2.json,map,transaction,India,Andaman & Nicobar Islands,,2024,2,3,success,
4234,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2024\3.json,map,transaction,India,Andaman & Nicobar Islands,,2024,3,3,success,
4235,map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2024\4.json,map,transaction,India,Andaman & Nicobar Islands,,2024,4,3,success,
4236,map\transaction\hover\country\india\state\andhra-pradesh\2018\1.json,map,transaction,India,Andhra Pradesh,,2018,1,13,success,
4237,map\transaction\hover\country\india\state\andhra-pradesh\2018\2.json,map,transaction,India,Andhra Pradesh,,2018,2,13,success,
4238,map\transaction\hover\country\india\state\andhra-pradesh\2018\3.json,map,transaction,India,Andhra Pradesh,,2018,3,13,success,
4239,map\transaction\hover\country\india\state\andhra-pradesh\2018\4.json,map,transaction,India,Andhra Pradesh,,2018,4,13,success,
4240,map\transaction\hover\country\india\state\andhra-pradesh\2019\1.json,map,transaction,India,Andhra Pradesh,,2019,1,13,success,
4241,map\transaction\hover\country\india\state\andhra-pradesh\2019\2.json,map,transaction,India,Andhra Pradesh,,2019,2,13,success,
4242,map\transaction\hover\country\india\state\andhra-pradesh\2019\3.json,map,transaction,India,Andhra Pradesh,,2019,3,13,success,
4243,map\transaction\hover\country\india\state\andhra-pradesh\2019\4.json,map,transaction,India,Andhra Pradesh,,2019,4,13,success,
4244,map\transaction\hover\country\india\state\andhra-pradesh\2020\1.json,map,transaction,India,Andhra Pradesh,,2020,1,13,success,
4245,map\transaction\hover\country\india\state\andhra-pradesh\2020\2.json,map,transaction,India,Andhra Pradesh,,2020,2,13,success,
4246,map\transaction\hover\country\india\state\andhra-pradesh\2020\3.json,map,transaction,India,Andhra Pradesh,,2020,3,13,success,
4247,map\transaction\hover\country\india\state\andhra-pradesh\2020\4.json,map,transaction,India,Andhra Pradesh,,2020,4,13,success,
4248,map\transaction\hover\country\india\state\andhra-pradesh\2021\1.json,map,transaction,India,Andhra Pradesh,,2021,1,13,success,
4249,map\transaction\hover\country\india\state\andhra-pradesh\2021\2.json,map,transaction,India,Andhra Pradesh,,2021,2,13,success,
4250,map\transaction\hover\country\india\state\andhra-pradesh\2021\3.json,map,transaction,India,Andhra Pradesh,,2021,3,13,success,
4251,map\transaction\hover\country\india\state\andhra-pradesh\2021\4.json,map,transaction,India,Andhra Pradesh,,2021,4,13,success,
4252,map\transaction\hover\country\india\state\andhra-pradesh\2022\1.json,map,transaction,India,Andhra Pradesh,,2022,1,13,success,
4253,map\transaction\hover\country\india\state\andhra-pradesh\2022\2.json,map,transaction,India,Andhra Pradesh,,2022,2,13,success,
4254,map\transaction\hover\country\india\state\andhra-pradesh\2022\3.json,map,transaction,India,Andhra Pradesh,,2022,3,13,success,
4255,map\transaction\hover\country\india\state\andhra-pradesh\2022\4.json,map,transaction,India,Andhra Pradesh,,2022,4,13,success,
4256,map\transaction\hover\country\india\state\andhra-pradesh\2023\1.json,map,transaction,India,Andhra Pradesh,,2023,1,13,success,
4257,map\transaction\hover\country\india\state\andhra-pradesh\2023\2.json,map,transaction,India,Andhra Pradesh,,2023,2,13,success,
4258,map\transaction\hover\country\india\state\andhra-pradesh\2023\3.json,map,transaction,India,Andhra Pradesh,,2023,3,13,success,
4259,map\transaction\hover\country\india\state\andhra-pradesh\2023\4.json,map,transaction,India,Andhra Pradesh,,2023,4,13,success,
4260,map\transaction\hover\country\india\state\andhra-pradesh\2024\1.json,map,transaction,India,Andhra Pradesh,,2024,1,13,success,
4261,map\transaction\hover\country\india\state\andhra-pradesh\2024\2.json,map,transaction,India,Andhra Pradesh,,2024,2,13,success,
4262,map\transaction\hover\country\india\state\andhra-pradesh\2024\3.json,map,transaction,India,Andhra Pradesh,,2024,3,26,success,
4263,map\transaction\hover\country\india\state\andhra-pradesh\2024\4.json,map,transaction,India,Andhra Pradesh,,2024,4,26,success,
4264,map\transaction\hover\country\india\state\arunachal-pradesh\2018\1.json,map,transaction,India,Arunachal Pradesh,,2018,1,23,success,
4265,map\transaction\hover\country\india\state\arunachal-pradesh\2018\2.json,map,transaction,India,Arunachal Pradesh,,2018,2,24,success,
4266,map\transaction\hover\country\india\state\arunachal-pradesh\2018\3.json,map,transaction,India,Arunachal Pradesh,,2018,3,24,success,
4267,map\transaction\hover\country\india\state\arunachal-pradesh\2018\4.json,map,transaction,India,Arunachal Pradesh,,2018,4,25,success,
4268,map\transaction\hover\country\india\state\arunachal-pradesh\2019\1.json,map,transaction,India,Arunachal Pradesh,,2019,1,25,success,
4269,map\transaction\hover\country\india\state\arunachal-pradesh\2019\2.json,map,transaction,India,Arunachal Pradesh,,2019,2,25,success,
4270,map\transaction\hover\country\india\state\arunachal-pradesh\2019\3.json,map,transaction,India,Arunachal Pradesh,,2019,3,25,success,
4271,map\transaction\hover\country\india\state\arunachal-pradesh\2019\4.json,map,transaction,India,Arunachal Pradesh,,2019,4,25,success,
4272,map\transaction\hover\country\india\state\arunachal-pradesh\2020\1.json,map,transaction,India,Arunachal Pradesh,,2020,1,25,success,
4273,map\transaction\hover\country\india\state\arunachal-pradesh\2020\2.json,map,transaction,India,Arunachal Pradesh,,2020,2,25,success,
4274,map\transaction\hover\country\india\state\arunachal-pradesh\2020\3.json,map,transaction,India,Arunachal Pradesh,,2020,3,25,success,
4275,map\transaction\hover\country\india\state\arunachal-pradesh\2020\4.json,map,transaction,India,Arunachal Pradesh,,2020,4,25,success,
4276,map\transaction\hover\country\india\state\arunachal-pradesh\2021\1.json,map,transaction,India,Arunachal Pradesh,,2021,1,25,success,
4277,map\transaction\hover\country\india\state\arunachal-pradesh\2021\2.json,map,transaction,India,Arunachal Pradesh,,2021,2,25,success,
4278,map\transaction\hover\country\india\state\arunachal-pradesh\2021\3.json,map,transaction,India,Arunachal Pradesh,,2021,3,25,success,
4279,map\transaction\hover\country\india\state\arunachal-pradesh\2021\4.json,map,transaction,India,Arunachal Pradesh,,2021,4,25,success,
4280,map\transaction\hover\country\india\state\arunachal-pradesh\2022\1.json,map,transaction,India,Arunachal Pradesh,,2022,1,25,success,
4281,map\transaction\hover\country\india\state\arunachal-pradesh\2022\2.json,map,transaction,India,Arunachal Pradesh,,2022,2,25,success,
4282,map\transaction\hover\country\india\state\arunachal-pradesh\2022\3.json,map,transaction,India,Arunachal Pradesh,,2022,3,25,success,
4283,map\transaction\hover\country\india\state\arunachal-pradesh\2022\4.json,map,transaction,India,Arunachal Pradesh,,2022,4,25,success,
4284,map\transaction\hover\country\india\state\arunachal-pradesh\2023\1.json,map,transaction,India,Arunachal Pradesh,,2023,1,25,success,
4285,map\transaction\hover\country\india\state\arunachal-pradesh\2023\2.json,map,transaction,India,Arunachal Pradesh,,2023,2,25,success,
4286,map\transaction\hover\country\india\state\arunachal-pradesh\2023\3.json,map,transaction,India,Arunachal Pradesh,,2023,3,25,success,
4287,map\transaction\hover\country\india\state\arunachal-pradesh\2023\4.json,map,transaction,India,Arunachal Pradesh,,2023,4,25,success,
4288,map\transaction\hover\country\india\state\arunachal-pradesh\2024\1.json,map,transaction,India,Arunachal Pradesh,,2024,1,25,success,
4289,map\transaction\hover\country\india\state\arunachal-pradesh\2024\2.json,map,transaction,India,Arunachal Pradesh,,2024,2,25,success,
4290,map\transaction\hover\country\india\state\arunachal-pradesh\2024\3.json,map,transaction,India,Arunachal Pradesh,,2024,3,26,success,
4291,map\transaction\hover\country\india\state\arunachal-pradesh\2024\4.json,map,transaction,India,Arunachal Pradesh,,2024,4,26,success,
4292,map\transaction\hover\country\india\state\assam\2018\1.json,map,transaction,India,Assam,,2018,1,33,success,
4293,map\transaction\hover\country\india\state\assam\2018\2.json,map,transaction,India,Assam,,2018,2,33,success,
4294,map\transaction\hover\country\india\state\assam\2018\3.json,map,transaction,India,Assam,,2018,3,33,success,
4295,map\transaction\hover\country\india\state\assam\2018\4.json,map,transaction,India,Assam,,2018,4,33,success,
4296,map\transaction\hover\country\india\state\assam\2019\1.json,map,transaction,India,Assam,,2019,1,33,success,
4297,map\transaction\hover\country\india\state\assam\2019\2.json,map,transaction,India,Assam,,2019,2,33,success,
4298,map\transaction\hover\country\india\state\assam\2019\3.json,map,transaction,India,Assam,,2019,3,33,success,
4299,map\transaction\hover\country\india\state\assam\2019\4.json,map,transaction,India,Assam,,2019,4,33,success,
