file_no,relative_path,top_folder,sub_folder,country,state,district,year,quarter,row_count_extracted,status,error
3924,map\insurance\hover\country\india\state\meghalaya\2022\4.json,map,insurance,India,Meghalaya,,2022,4,11,success,
3925,map\insurance\hover\country\india\state\meghalaya\2023\1.json,map,insurance,India,Meghalaya,,2023,1,11,success,
3926,map\insurance\hover\country\india\state\meghalaya\2023\2.json,map,insurance,India,Meghalaya,,2023,2,11,success,
3927,map\insurance\hover\country\india\state\meghalaya\2023\3.json,map,insurance,India,Meghalaya,,2023,3,11,success,
3928,map\insurance\hover\country\india\state\meghalaya\2023\4.json,map,insurance,India,Meghalaya,,2023,4,11,success,
3929,map\insurance\hover\country\india\state\meghalaya\2024\1.json,map,insurance,India,Meghalaya,,2024,1,11,success,
3930,map\insurance\hover\country\india\state\meghalaya\2024\2.json,map,insurance,India,Meghalaya,,2024,2,11,success,
3931,map\insurance\hover\country\india\state\meghalaya\2024\3.json,map,insurance,India,Meghalaya,,2024,3,12,success,
3932,map\insurance\hover\country\india\state\meghalaya\2024\4.json,map,insurance,India,Meghalaya,,2024,4,12,success,
3933,map\insurance\hover\country\india\state\mizoram\2020\2.json,map,insurance,India,Mizoram,,2020,2,4,success,
3934,map\insurance\hover\country\india\state\mizoram\2020\3.json,map,insurance,India,Mizoram,,2020,3,7,success,
3935,map\insurance\hover\country\india\state\mizoram\2020\4.json,map,insurance,India,Mizoram,,2020,4,7,success,
3936,map\insurance\hover\country\india\state\mizoram\2021\1.json,map,insurance,India,Mizoram,,2021,1,8,success,
3937,map\insurance\hover\country\india\state\mizoram\2021\2.json,map,insurance,India,Mizoram,,2021,2,8,success,
3938,map\insurance\hover\country\india\state\mizoram\2021\3.json,map,insurance,India,Mizoram,,2021,3,7,success,
3939,map\insurance\hover\country\india\state\mizoram\2021\4.json,map,insurance,India,Mizoram,,2021,4,8,success,
3940,map\insurance\hover\country\india\state\mizoram\2022\1.json,map,insurance,India,Mizoram,,2022,1,8,success,
3941,map\insurance\hover\country\india\state\mizoram\2022\2.json,map,insurance,India,Mizoram,,2022,2,7,success,
3942,map\insurance\hover\country\india\state\mizoram\2022\3.json,map,insurance,India,Mizoram,,2022,3,8,success,
3943,map\insurance\hover\country\india\state\mizoram\2022\4.json,map,insurance,India,Mizoram,,2022,4,8,success,
3944,map\insurance\hover\country\india\state\mizoram\2023\1.json,map,insurance,India,Mizoram,,2023,1,8,success,
3945,map\insurance\hover\country\india\state\mizoram\2023\2.json,map,insurance,India,Mizoram,,2023,2,8,success,
3946,map\insurance\hover\country\india\state\mizoram\2023\3.json,map,insurance,India,Mizoram,,2023,3,8,success,
3947,map\insurance\hover\country\india\state\mizoram\2023\4.json,map,insurance,India,Mizoram,,2023,4,8,success,
3948,map\insurance\hover\country\india\state\mizoram\2024\1.json,map,insurance,India,Mizoram,,2024,1,8,success,
3949,map\insurance\hover\country\india\state\mizoram\2024\2.json,map,insurance,India,Mizoram,,2024,2,8,success,
3950,map\insurance\hover\country\india\state\mizoram\2024\3.json,map,insurance,India,Mizoram,,2024,3,10,success,
3951,map\insurance\hover\country\india\state\mizoram\2024\4.json,map,insurance,India,Mizoram,,2024,4,10,success,
3952,map\insurance\hover\country\india\state\nagaland\2020\2.json,map,insurance,India,Nagaland,,2020,2,8,success,
3953,map\insurance\hover\country\india\state\nagaland\2020\3.json,map,insurance,India,Nagaland,,2020,3,8,success,
3954,map\insurance\hover\country\india\state\nagaland\2020\4.json,map,insurance,India,Nagaland,,2020,4,10,success,
3955,map\insurance\hover\country\india\state\nagaland\2021\1.json,map,insurance,India,Nagaland,,2021,1,10,success,
3956,map\insurance\hover\country\india\state\nagaland\2021\2.json,map,insurance,India,Nagaland,,2021,2,8,success,
3957,map\insurance\hover\country\india\state\nagaland\2021\3.json,map,insurance,India,Nagaland,,2021,3,8,success,
3958,map\insurance\hover\country\india\state\nagaland\2021\4.json,map,insurance,India,Nagaland,,2021,4,11,success,
3959,map\insurance\hover\country\india\state\nagaland\2022\1.json,map,insurance,India,Nagaland,,2022,1,10,success,
3960,map\insurance\hover\country\india\state\nagaland\2022\2.json,map,insurance,India,Nagaland,,2022,2,10,success,
3961,map\insurance\hover\country\india\state\nagaland\2022\3.json,map,insurance,India,Nagaland,,2022,3,11,success,
3962,map\insurance\hover\country\india\state\nagaland\2022\4.json,map,insurance,India,Nagaland,,2022,4,11,success,
3963,map\insurance\hover\country\india\state\nagaland\2023\1.json,map,insurance,India,Nagaland,,2023,1,11,success,
3964,map\insurance\hover\country\india\state\nagaland\2023\2.json,map,insurance,India,Nagaland,,2023,2,10,success,
3965,map\insurance\hover\country\india\state\nagaland\2023\3.json,map,insurance,India,Nagaland,,2023,3,11,success,
3966,map\insurance\hover\country\india\state\nagaland\2023\4.json,map,insurance,India,Nagaland,,2023,4,10,success,
3967,map\insurance\hover\country\india\state\nagaland\2024\1.json,map,insurance,India,Nagaland,,2024,1,11,success,
3968,map\insurance\hover\country\india\state\nagaland\2024\2.json,map,insurance,India,Nagaland,,2024,2,11,success,
3969,map\insurance\hover\country\india\state\nagaland\2024\3.json,map,insurance,India,Nagaland,,2024,3,14,success,
3970,map\insurance\hover\country\india\state\nagaland\2024\4.json,map,insurance,India,Nagaland,,2024,4,14,success,
3971,map\insurance\hover\country\india\state\odisha\2020\2.json,map,insurance,India,Odisha,,2020,2,30,success,
3972,map\insurance\hover\country\india\state\odisha\2020\3.json,map,insurance,India,Odisha,,2020,3,30,success,
3973,map\insurance\hover\country\india\state\odisha\2020\4.json,map,insurance,India,Odisha,,2020,4,30,success,
3974,map\insurance\hover\country\india\state\odisha\2021\1.json,map,insurance,India,Odisha,,2021,1,30,success,
3975,map\insurance\hover\country\india\state\odisha\2021\2.json,map,insurance,India,Odisha,,2021,2,30,success,
3976,map\insurance\hover\country\india\state\odisha\2021\3.json,map,insurance,India,Odisha,,2021,3,30,success,
3977,map\insurance\hover\country\india\state\odisha\2021\4.json,map,insurance,India,Odisha,,2021,4,30,success,
3978,map\insurance\hover\country\india\state\odisha\2022\1.json,map,insurance,India,Odisha,,2022,1,30,success,
3979,map\insurance\hover\country\india\state\odisha\2022\2.json,map,insurance,India,Odisha,,2022,2,30,success,
3980,map\insurance\hover\country\india\state\odisha\2022\3.json,map,insurance,India,Odisha,,2022,3,30,success,
3981,map\insurance\hover\country\india\state\odisha\2022\4.json,map,insurance,India,Odisha,,2022,4,30,success,
3982,map\insurance\hover\country\india\state\odisha\2023\1.json,map,insurance,India,Odisha,,2023,1,30,success,
3983,map\insurance\hover\country\india\state\odisha\2023\2.json,map,insurance,India,Odisha,,2023,2,30,success,
3984,map\insurance\hover\country\india\state\odisha\2023\3.json,map,insurance,India,Odisha,,2023,3,30,success,
3985,map\insurance\hover\country\india\state\odisha\2023\4.json,map,insurance,India,Odisha,,2023,4,30,success,
3986,map\insurance\hover\country\india\state\odisha\2024\1.json,map,insurance,India,Odisha,,2024,1,30,success,
3987,map\insurance\hover\country\india\state\odisha\2024\2.json,map,insurance,India,Odisha,,2024,2,30,success,
3988,map\insurance\hover\country\india\state\odisha\2024\3.json,map,insurance,India,Odisha,,2024,3,32,success,
3989,map\insurance\hover\country\india\state\odisha\2024\4.json,map,insurance,India,Odisha,,2024,4,30,success,
3990,map\insurance\hover\country\india\state\puducherry\2020\2.json,map,insurance,India,Puducherry,,2020,2,4,success,
3991,map\insurance\hover\country\india\state\puducherry\2020\3.json,map,insurance,India,Puducherry,,2020,3,4,success,
3992,map\insurance\hover\country\india\state\puducherry\2020\4.json,map,insurance,India,Puducherry,,2020,4,4,success,
3993,map\insurance\hover\country\india\state\puducherry\2021\1.json,map,insurance,India,Puducherry,,2021,1,4,success,
3994,map\insurance\hover\country\india\state\puducherry\2021\2.json,map,insurance,India,Puducherry,,2021,2,4,success,
3995,map\insurance\hover\country\india\state\puducherry\2021\3.json,map,insurance,India,Puducherry,,2021,3,4,success,
3996,map\insurance\hover\country\india\state\puducherry\2021\4.json,map,insurance,India,Puducherry,,2021,4,4,success,
3997,map\insurance\hover\country\india\state\puducherry\2022\1.json,map,insurance,India,Puducherry,,2022,1,4,success,
3998,map\insurance\hover\country\india\state\puducherry\2022\2.json,map,insurance,India,Puducherry,,2022,2,4,success,
3999,map\insurance\hover\country\india\state\puducherry\2022\3.json,map,insurance,India,Puducherry,,2022,3,4,success,
4000,map\insurance\hover\country\india\state\puducherry\2022\4.json,map,insurance,India,Puducherry,,2022,4,4,success,
4001,map\insurance\hover\country\india\state\puducherry\2023\1.json,map,insurance,India,Puducherry,,2023,1,4,success,
4002,map\insurance\hover\country\india\state\puducherry\2023\2.json,map,insurance,India,Puducherry,,2023,2,4,success,
4003,map\insurance\hover\country\india\state\puducherry\2023\3.json,map,insurance,India,Puducherry,,2023,3,4,success,
4004,map\insurance\hover\country\india\state\puducherry\2023\4.json,map,insurance,India,Puducherry,,2023,4,4,success,
4005,map\insurance\hover\country\india\state\puducherry\2024\1.json,map,insurance,India,Puducherry,,2024,1,4,success,
4006,map\insurance\hover\country\india\state\puducherry\2024\2.json,map,insurance,India,Puducherry,,2024,2,4,success,
4007,map\insurance\hover\country\india\state\puducherry\2024\3.json,map,insurance,India,Puducherry,,2024,3,4,success,
4008,map\insurance\hover\country\india\state\puducherry\2024\4.json,map,insurance,India,Puducherry,,2024,4,4,success,
4009,map\insurance\hover\country\india\state\punjab\2020\2.json,map,insurance,India,Punjab,,2020,2,22,success,
4010,map\insurance\hover\country\india\state\punjab\2020\3.json,map,insurance,India,Punjab,,2020,3,22,success,
4011,map\insurance\hover\country\india\state\punjab\2020\4.json,map,insurance,India,Punjab,,2020,4,22,success,
4012,map\insurance\hover\country\india\state\punjab\2021\1.json,map,insurance,India,Punjab,,2021,1,22,success,
4013,map\insurance\hover\country\india\state\punjab\2021\2.json,map,insurance,India,Punjab,,2021,2,22,success,
4014,map\insurance\hover\country\india\state\punjab\2021\3.json,map,insurance,India,Punjab,,2021,3,22,success,
4015,map\insurance\hover\country\india\state\punjab\2021\4.json,map,insurance,India,Punjab,,2021,4,22,success,
4016,map\insurance\hover\country\india\state\punjab\2022\1.json,map,insurance,India,Punjab,,2022,1,22,success,
4017,map\insurance\hover\country\india\state\punjab\2022\2.json,map,insurance,India,Punjab,,2022,2,22,success,
4018,map\insurance\hover\country\india\state\punjab\2022\3.json,map,insurance,India,Punjab,,2022,3,22,success,
4019,map\insurance\hover\country\india\state\punjab\2022\4.json,map,insurance,India,Punjab,,2022,4,22,success,
4020,map\insurance\hover\country\india\state\punjab\2023\1.json,map,insurance,India,Punjab,,2023,1,22,success,
4021,map\insurance\hover\country\india\state\punjab\2023\2.json,map,insurance,India,Punjab,,2023,2,22,success,
4022,map\insurance\hover\country\india\state\punjab\2023\3.json,map,insurance,India,Punjab,,2023,3,22,success,
4023,map\insurance\hover\country\india\state\punjab\2023\4.json,map,insurance,India,Punjab,,2023,4,22,success,
4024,map\insurance\hover\country\india\state\punjab\2024\1.json,map,insurance,India,Punjab,,2024,1,22,success,
4025,map\insurance\hover\country\india\state\punjab\2024\2.json,map,insurance,India,Punjab,,2024,2,22,success,
4026,map\insurance\hover\country\india\state\punjab\2024\3.json,map,insurance,India,Punjab,,2024,3,23,success,
4027,map\insurance\hover\country\india\state\punjab\2024\4.json,map,insurance,India,Punjab,,2024,4,23,success,
4028,map\insurance\hover\country\india\state\rajasthan\2020\2.json,map,insurance,India,Rajasthan,,2020,2,33,success,
4029,map\insurance\hover\country\india\state\rajasthan\2020\3.json,map,insurance,India,Rajasthan,,2020,3,33,success,
4030,map\insurance\hover\country\india\state\rajasthan\2020\4.json,map,insurance,India,Rajasthan,,2020,4,33,success,
4031,map\insurance\hover\country\india\state\rajasthan\2021\1.json,map,insurance,India,Rajasthan,,2021,1,33,success,
4032,map\insurance\hover\country\india\state\rajasthan\2021\2.json,map,insurance,India,Rajasthan,,2021,2,33,success,
4033,map\insurance\hover\country\india\state\rajasthan\2021\3.json,map,insurance,India,Rajasthan,,2021,3,33,success,
4034,map\insurance\hover\country\india\state\rajasthan\2021\4.json,map,insurance,India,Rajasthan,,2021,4,33,success,
4035,map\insurance\hover\country\india\state\rajasthan\2022\1.json,map,insurance,India,Rajasthan,,2022,1,33,success,
4036,map\insurance\hover\country\india\state\rajasthan\2022\2.json,map,insurance,India,Rajasthan,,2022,2,33,success,
4037,map\insurance\hover\country\india\state\rajasthan\2022\3.json,map,insurance,India,Rajasthan,,2022,3,33,success,
4038,map\insurance\hover\country\india\state\rajasthan\2022\4.json,map,insurance,India,Rajasthan,,2022,4,33,success,
4039,map\insurance\hover\country\india\state\rajasthan\2023\1.json,map,insurance,India,Rajasthan,,2023,1,33,success,
4040,map\insurance\hover\country\india\state\rajasthan\2023\2.json,map,insurance,India,Rajasthan,,2023,2,33,success,
4041,map\insurance\hover\country\india\state\rajasthan\2023\3.json,map,insurance,India,Rajasthan,,2023,3,33,success,
4042,map\insurance\hover\country\india\state\rajasthan\2023\4.json,map,insurance,India,Rajasthan,,2023,4,33,success,
4043,map\insurance\hover\country\india\state\rajasthan\2024\1.json,map,insurance,India,Rajasthan,,2024,1,33,success,
4044,map\insurance\hover\country\india\state\rajasthan\2024\2.json,map,insurance,India,Rajasthan,,2024,2,33,success,
4045,map\insurance\hover\country\india\state\rajasthan\2024\3.json,map,insurance,India,Rajasthan,,2024,3,51,success,
4046,map\insurance\hover\country\india\state\rajasthan\2024\4.json,map,insurance,India,Rajasthan,,2024,4,50,success,
4047,map\insurance\hover\country\india\state\sikkim\2020\2.json,map,insurance,India,Sikkim,,2020,2,3,success,
4048,map\insurance\hover\country\india\state\sikkim\2020\3.json,map,insurance,India,Sikkim,,2020,3,4,success,
4049,map\insurance\hover\country\india\state\sikkim\2020\4.json,map,insurance,India,Sikkim,,2020,4,4,success,
4050,map\insurance\hover\country\india\state\sikkim\2021\1.json,map,insurance,India,Sikkim,,2021,1,4,success,
4051,map\insurance\hover\country\india\state\sikkim\2021\2.json,map,insurance,India,Sikkim,,2021,2,4,success,
4052,map\insurance\hover\country\india\state\sikkim\2021\3.json,map,insurance,India,Sikkim,,2021,3,4,success,
4053,map\insurance\hover\country\india\state\sikkim\2021\4.json,map,insurance,India,Sikkim,,2021,4,4,success,
4054,map\insurance\hover\country\india\state\sikkim\2022\1.json,map,insurance,India,Sikkim,,2022,1,4,success,
4055,map\insurance\hover\country\india\state\sikkim\2022\2.json,map,insurance,India,Sikkim,,2022,2,4,success,
4056,map\insurance\hover\country\india\state\sikkim\2022\3.json,map,insurance,India,Sikkim,,2022,3,4,success,
4057,map\insurance\hover\country\india\state\sikkim\2022\4.json,map,insurance,India,Sikkim,,2022,4,4,success,
4058,map\insurance\hover\country\india\state\sikkim\2023\1.json,map,insurance,India,Sikkim,,2023,1,4,success,
4059,map\insurance\hover\country\india\state\sikkim\2023\2.json,map,insurance,India,Sikkim,,2023,2,4,success,
4060,map\insurance\hover\country\india\state\sikkim\2023\3.json,map,insurance,India,Sikkim,,2023,3,4,success,
4061,map\insurance\hover\country\india\state\sikkim\2023\4.json,map,insurance,India,Sikkim,,2023,4,4,success,
4062,map\insurance\hover\country\india\state\sikkim\2024\1.json,map,insurance,India,Sikkim,,2024,1,4,success,
4063,map\insurance\hover\country\india\state\sikkim\2024\2.json,map,insurance,India,Sikkim,,2024,2,4,success,
4064,map\insurance\hover\country\india\state\sikkim\2024\3.json,map,insurance,India,Sikkim,,2024,3,6,success,
4065,map\insurance\hover\country\india\state\sikkim\2024\4.json,map,insurance,India,Sikkim,,2024,4,6,success,
4066,map\insurance\hover\country\india\state\tamil-nadu\2020\2.json,map,insurance,India,Tamil Nadu,,2020,2,37,success,
4067,map\insurance\hover\country\india\state\tamil-nadu\2020\3.json,map,insurance,India,Tamil Nadu,,2020,3,37,success,
4068,map\insurance\hover\country\india\state\tamil-nadu\2020\4.json,map,insurance,India,Tamil Nadu,,2020,4,37,success,
4069,map\insurance\hover\country\india\state\tamil-nadu\2021\1.json,map,insurance,India,Tamil Nadu,,2021,1,37,success,
4070,map\insurance\hover\country\india\state\tamil-nadu\2021\2.json,map,insurance,India,Tamil Nadu,,2021,2,37,success,
4071,map\insurance\hover\country\india\state\tamil-nadu\2021\3.json,map,insurance,India,Tamil Nadu,,2021,3,37,success,
4072,map\insurance\hover\country\india\state\tamil-nadu\2021\4.json,map,insurance,India,Tamil Nadu,,2021,4,37,success,
4073,map\insurance\hover\country\india\state\tamil-nadu\2022\1.json,map,insurance,India,Tamil Nadu,,2022,1,37,success,
4074,map\insurance\hover\country\india\state\tamil-nadu\2022\2.json,map,insurance,India,Tamil Nadu,,2022,2,37,success,
4075,map\insurance\hover\country\india\state\tamil-nadu\2022\3.json,map,insurance,India,Tamil Nadu,,2022,3,37,success,
4076,map\insurance\hover\country\india\state\tamil-nadu\2022\4.json,map,insurance,India,Tamil Nadu,,2022,4,37,success,
4077,map\insurance\hover\country\india\state\tamil-nadu\2023\1.json,map,insurance,India,Tamil Nadu,,2023,1,37,success,
4078,map\insurance\hover\country\india\state\tamil-nadu\2023\2.json,map,insurance,India,Tamil Nadu,,2023,2,37,success,
4079,map\insurance\hover\country\india\state\tamil-nadu\2023\3.json,map,insurance,India,Tamil Nadu,,2023,3,37,success,
4080,map\insurance\hover\country\india\state\tamil-nadu\2023\4.json,map,insurance,India,Tamil Nadu,,2023,4,37,success,
4081,map\insurance\hover\country\india\state\tamil-nadu\2024\1.json,map,insurance,India,Tamil Nadu,,2024,1,37,success,
4082,map\insurance\hover\country\india\state\tamil-nadu\2024\2.json,map,insurance,India,Tamil Nadu,,2024,2,37,success,
4083,map\insurance\hover\country\india\state\tamil-nadu\2024\3.json,map,insurance,India,Tamil Nadu,,2024,3,40,success,
4084,map\insurance\hover\country\india\state\tamil-nadu\2024\4.json,map,insurance,India,Tamil Nadu,,2024,4,38,success,
4085,map\insurance\hover\country\india\state\telangana\2020\2.json,map,insurance,India,Telangana,,2020,2,33,success,
4086,map\insurance\hover\country\india\state\telangana\2020\3.json,map,insurance,India,Telangana,,2020,3,33,success,
4087,map\insurance\hover\country\india\state\telangana\2020\4.json,map,insurance,India,Telangana,,2020,4,33,success,
4088,map\insurance\hover\country\india\state\telangana\2021\1.json,map,insurance,India,Telangana,,2021,1,33,success,
4089,map\insurance\hover\country\india\state\telangana\2021\2.json,map,insurance,India,Telangana,,2021,2,33,success,
4090,map\insurance\hover\country\india\state\telangana\2021\3.json,map,insurance,India,Telangana,,2021,3,33,success,
4091,map\insurance\hover\country\india\state\telangana\2021\4.json,map,insurance,India,Telangana,,2021,4,33,success,
4092,map\insurance\hover\country\india\state\telangana\2022\1.json,map,insurance,India,Telangana,,2022,1,33,success,
4093,map\insurance\hover\country\india\state\telangana\2022\2.json,map,insurance,India,Telangana,,2022,2,33,success,
4094,map\insurance\hover\country\india\state\telangana\2022\3.json,map,insurance,India,Telangana,,2022,3,33,success,
4095,map\insurance\hover\country\india\state\telangana\2022\4.json,map,insurance,India,Telangana,,2022,4,33,success,
4096,map\insurance\hover\country\india\state\telangana\2023\1.json,map,insurance,India,Telangana,,2023,1,33,success,
4097,map\insurance\hover\country\india\state\telangana\2023\2.json,map,insurance,India,Telangana,,2023,2,33,success,
4098,map\insurance\hover\country\india\state\telangana\2023\3.json,map,insurance,India,Telangana,,2023,3,33,success,
4099,map\insurance\hover\country\india\state\telangana\2023\4.json,map,insurance,India,Telangana,,2023,4,33,success,
4100,map\insurance\hover\country\india\state\telangana\2024\1.json,map,insurance,India,Telangana,,2024,1,33,success,
4101,map\insurance\hover\country\india\state\telangana\2024\2.json,map,insurance,India,Telangana,,2024,2,33,success,
4102,map\insurance\hover\country\india\state\telangana\2024\3.json,map,insurance,India,Telangana,,2024,3,34,success,
4103,map\insurance\hover\country\india\state\telangana\2024\4.json,map,insurance,India,Telangana,,2024,4,33,success,
4104,map\insurance\hover\country\india\state\tripura\2020\2.json,map,insurance,India,Tripura,,2020,2,8,success,
4105,map\insurance\hover\country\india\state\tripura\2020\3.json,map,insurance,India,Tripura,,2020,3,8,success,
4106,map\insurance\hover\country\india\state\tripura\2020\4.json,map,insurance,India,Tripura,,2020,4,8,success,
4107,map\insurance\hover\country\india\state\tripura\2021\1.json,map,insurance,India,Tripura,,2021,1,8,success,
4108,map\insurance\hover\country\india\state\tripura\2021\2.json,map,insurance,India,Tripura,,2021,2,8,success,
4109,map\insurance\hover\country\india\state\tripura\2021\3.json,map,insurance,India,Tripura,,2021,3,8,success,
4110,map\insurance\hover\country\india\state\tripura\2021\4.json,map,insurance,India,Tripura,,2021,4,8,success,
4111,map\insurance\hover\country\india\state\tripura\2022\1.json,map,insurance,India,Tripura,,2022,1,8,success,
4112,map\insurance\hover\country\india\state\tripura\2022\2.json,map,insurance,India,Tripura,,2022,2,8,success,
4113,map\insurance\hover\country\india\state\tripura\2022\3.json,map,insurance,India,Tripura,,2022,3,8,success,
4114,map\insurance\hover\country\india\state\tripura\2022\4.json,map,insurance,India,Tripura,,2022,4,8,success,
4115,map\insurance\hover\country\india\state\tripura\2023\1.json,map,insurance,India,Tripura,,2023,1,8,success,
4116,map\insurance\hover\country\india\state\tripura\2023\2.json,map,insurance,India,Tripura,,2023,2,8,success,
4117,map\insurance\hover\country\india\state\tripura\2023\3.json,map,insurance,India,Tripura,,2023,3,8,success,
4118,map\insurance\hover\country\india\state\tripura\2023\4.json,map,insurance,India,Tripura,,2023,4,8,success,
4119,map\insurance\hover\country\india\state\tripura\2024\1.json,map,insurance,India,Tripura,,2024,1,8,success,
4120,map\insurance\hover\country\india\state\tripura\2024\2.json,map,insurance,India,Tripura,,2024,2,8,success,
4121,map\insurance\hover\country\india\state\tripura\2024\3.json,map,insurance,India,Tripura,,2024,3,8,success,
4122,map\insurance\hover\country\india\state\tripura\2024\4.json,map,insurance,India,Tripura,,2024,4,8,success,
4123,map\insurance\hover\country\india\state\uttar-pradesh\2020\2.json,map,insurance,India,Uttar Pradesh,,2020,2,75,success,
4124,map\insurance\hover\country\india\state\uttar-pradesh\2020\3.json,map,insurance,India,Uttar Pradesh,,2020,3,75,success,
4125,map\insurance\hover\country\india\state\uttar-pradesh\2020\4.json,map,insurance,India,Uttar Pradesh,,2020,4,75,success,
4126,map\insurance\hover\country\india\state\uttar-pradesh\2021\1.json,map,insurance,India,Uttar Pradesh,,2021,1,75,success,
4127,map\insurance\hover\country\india\state\uttar-pradesh\2021\2.json,map,insurance,India,Uttar Pradesh,,2021,2,75,success,
4128,map\insurance\hover\country\india\state\uttar-pradesh\2021\3.json,map,insurance,India,Uttar Pradesh,,2021,3,75,success,
4129,map\insurance\hover\country\india\state\uttar-pradesh\2021\4.json,map,insurance,India,Uttar Pradesh,,2021,4,75,success,
4130,map\insurance\hover\country\india\state\uttar-pradesh\2022\1.json,map,insurance,India,Uttar Pradesh,,2022,1,75,success,
4131,map\insurance\hover\country\india\state\uttar-pradesh\2022\2.json,map,insurance,India,Uttar Pradesh,,2022,2,75,success,
4132,map\insurance\hover\country\india\state\uttar-pradesh\2022\3.json,map,insurance,India,Uttar Pradesh,,2022,3,75,success,
4133,map\insurance\hover\country\india\state\uttar-pradesh\2022\4.json,map,insurance,India,Uttar Pradesh,,2022,4,75,success,
4134,map\insurance\hover\country\india\state\uttar-pradesh\2023\1.json,map,insurance,India,Uttar Pradesh,,2023,1,75,success,
4135,map\insurance\hover\country\india\state\uttar-pradesh\2023\2.json,map,insurance,India,Uttar Pradesh,,2023,2,75,success,
4136,map\insurance\hover\country\india\state\uttar-pradesh\2023\3.json,map,insurance,India,Uttar Pradesh,,2023,3,75,success,
4137,map\insurance\hover\country\india\state\uttar-pradesh\2023\4.json,map,insurance,India,Uttar Pradesh,,2023,4,75,success,
4138,map\insurance\hover\country\india\state\uttar-pradesh\2024\1.json,map,insurance,India,Uttar Pradesh,,2024,1,75,success,
4139,map\insurance\hover\country\india\state\uttar-pradesh\2024\2.json,map,insurance,India,Uttar Pradesh,,2024,2,75,success,
4140,map\insurance\hover\country\india\state\uttar-pradesh\2024\3.json,map,insurance,India,Uttar Pradesh,,2024,3,77,success,
4141,map\insurance\hover\country\india\state\uttar-pradesh\2024\4.json,map,insurance,India,Uttar Pradesh,,2024,4,75,success,
4142,map\insurance\hover\country\india\state\uttarakhand\2020\2.json,map,insurance,India,Uttarakhand,,2020,2,13,success,
4143,map\insurance\hover\country\india\state\uttarakhand\2020\3.json,map,insurance,India,Uttarakhand,,2020,3,13,success,
4144,map\insurance\hover\country\india\state\uttarakhand\2020\4.json,map,insurance,India,Uttarakhand,,2020,4,13,success,
4145,map\insurance\hover\country\india\state\uttarakhand\2021\1.json,map,insurance,India,Uttarakhand,,2021,1,13,success,
4146,map\insurance\hover\country\india\state\uttarakhand\2021\2.json,map,insurance,India,Uttarakhand,,2021,2,13,success,
4147,map\insurance\hover\country\india\state\uttarakhand\2021\3.json,map,insurance,India,Uttarakhand,,2021,3,13,success,
4148,map\insurance\hover\country\india\state\uttarakhand\2021\4.json,map,insurance,India,Uttarakhand,,2021,4,13,success,
4149,map\insurance\hover\country\india\state\uttarakhand\2022\1.json,map,insurance,India,Uttarakhand,,2022,1,13,success,
4150,map\insurance\hover\country\india\state\uttarakhand\2022\2.json,map,insurance,India,Uttarakhand,,2022,2,13,success,
4151,map\insurance\hover\country\india\state\uttarakhand\2022\3.json,map,insurance,India,Uttarakhand,,2022,3,13,success,
4152,map\insurance\hover\country\india\state\uttarakhand\2022\4.json,map,insurance,India,Uttarakhand,,2022,4,13,success,
4153,map\insurance\hover\country\india\state\uttarakhand\2023\1.json,map,insurance,India,Uttarakhand,,2023,1,13,success,
4154,map\insurance\hover\country\india\state\uttarakhand\2023\2.json,map,insurance,India,Uttarakhand,,2023,2,13,success,
4155,map\insurance\hover\country\india\state\uttarakhand\2023\3.json,map,insurance,India,Uttarakhand,,2023,3,13,success,
4156,map\insurance\hover\country\india\state\uttarakhand\2023\4.json,map,insurance,India,Uttarakhand,,2023,4,13,success,
4157,map\insurance\hover\country\india\state\uttarakhand\2024\1.json,map,insurance,India,Uttarakhand,,2024,1,13,success,
4158,map\insurance\hover\country\india\state\uttarakhand\2024\2.json,map,insurance,India,Uttarakhand,,2024,2,13,success,
4159,map\insurance\hover\country\india\state\uttarakhand\2024\3.json,map,insurance,India,Uttarakhand,,2024,3,13,success,
4160,map\insurance\hover\country\india\state\uttarakhand\2024\4.json,map,insurance,India,Uttarakhand,,2024,4,13,success,
4161,map\insurance\hover\country\india\state\west-bengal\2020\2.json,map,insurance,India,West Bengal,,2020,2,23,success,
4162,map\insurance\hover\country\india\state\west-bengal\2020\3.json,map,insurance,India,West Bengal,,2020,3,23,success,
4163,map\insurance\hover\country\india\state\west-bengal\2020\4.json,map,insurance,India,West Bengal,,2020,4,23,success,
4164,map\insurance\hover\country\india\state\west-bengal\2021\1.json,map,insurance,India,West Bengal,,2021,1,23,success,
4165,map\insurance\hover\country\india\state\west-bengal\2021\2.json,map,insurance,India,West Bengal,,2021,2,23,success,
4166,map\insurance\hover\country\india\state\west-bengal\2021\3.json,map,insurance,India,West Bengal,,2021,3,23,success,
4167,map\insurance\hover\country\india\state\west-bengal\2021\4.json,map,insurance,India,West Bengal,,2021,4,23,success,
4168,map\insurance\hover\country\india\state\west-bengal\2022\1.json,map,insurance,India,West Bengal,,2022,1,23,success,
4169,map\insurance\hover\country\india\state\west-bengal\2022\2.json,map,insurance,India,West Bengal,,2022,2,23,success,
4170,map\insurance\hover\country\india\state\west-bengal\2022\3.json,map,insurance,India,West Bengal,,2022,3,23,success,
4171,map\insurance\hover\country\india\state\west-bengal\2022\4.json,map,insurance,India,West Bengal,,2022,4,23,success,
4172,map\insurance\hover\country\india\state\west-bengal\2023\1.json,map,insurance,India,West Bengal,,2023,1,23,success,
